sort,study,ref,source,species,taxon,thermy,growth,climate_pop,climate_sp,breeding,dispersal,migration,mating,parenting,SSD,ageclass,trait,unit,direction,category,background,Mean_M,SD_M,M_n,Mean_F,SD_F,F_n,behavioural categories,physiological category,Dependency temporal level,Dependency individual level,Dependency behaviour,notes,include_1,reason for exclusion,include_2
195,A215,"Gracceva, G; Herde, A; Groothuis, TGG; Koolhaas, JM; Palme, R; Eccard, JA",10.1111/eth.12246,Microtus arvalis,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latency to jump Su-Wi group,s,high=slow,behavior,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, Probably exclude since valuesn in figs are from mixed model, se are given, but not sex-specific N",0,LS means,0
196,A215,"Gracceva, G; Herde, A; Groothuis, TGG; Koolhaas, JM; Palme, R; Eccard, JA",10.1111/eth.12246,Microtus arvalis,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone after stress Su-Wi group,ng metabolites/0.05g feces,high=slow,physiology,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, Probably exclude since valuesn in figs are from mixed model, se are given, but not sex-specific N",0,LS means,0
197,A216,"Griffin, AS; Guez, D; Lermite, F; Patience, M",10.1371/journal.pone.0084907,Sturnus tristis,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, Trait is learning and innovation, cannot see how that fits on POLS scale? Need to calc means from figures if want to use it. Not a POLS trait",0,not a POLS trait,0
198,A226,"Hamalainen, A; Heistermann, M; Kraus, C",10.1007/s00442-015-3297-3,Microcebus murinus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, Mixed model output only. Table 2.",0,LS means,0
199,A229,"Han, CS; Jablonski, PG; Brooks, RC",10.1016/j.anbehav.2015.08.017,Gerris gracilicornis,arthropod,NA,NA,NA,NA,,NA,NA,promiscuity,,NA,NA,Boldness in mating context,delta,NA,behavior,,NA,NA,42.00,NA,NA,43.00,boldness,,NA,NA,NA,"exclude, Boldness is n index with scale problems and derived from regression",0,LS means,0
200,A229,"Han, CS; Jablonski, PG; Brooks, RC",10.1016/j.anbehav.2015.08.017,Gerris gracilicornis,arthropod,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,none,NA,NA,Grooming duration,s,high values = fast,behavior,semiwild,137.70,96.54,42.00,86.43,76.78,43.00,boldness,,0,1,0,"include, Median converted using scenario 2 in Wan et al. 2014",1,??,1
201,A229,"Han, CS; Jablonski, PG; Brooks, RC",10.1016/j.anbehav.2015.08.017,Gerris gracilicornis,arthropod,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,none,NA,NA,Number of strokes,count,high values = fast,behavior,semiwild,3.31,3.00,42.00,2.11,1.94,43.00,boldness,,0,1,0,"include, Median converted using scenario 2 in Wan et al. 2014",1,??,1
202,A237,"Harris, BN; Saltzman, W",10.1016/j.ygcen.2013.02.010,Peromyscus californicus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone concentration basal at 0800h young animals,ng/ml,high values = slow,physiology,,54.76,49.16,22.00,45.06,22.23,10.00,NA,,NA,NA,NA,"exclude, young individuals (not sexually mature), also means from mixed model, so technically least squares?",0,LS means,0
203,A237,"Harris, BN; Saltzman, W",10.1016/j.ygcen.2013.02.010,Peromyscus californicus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone concentration basal at 2000h young animals,ng/ml,high values = slow,physiology,,1682.94,603.38,22.00,1522.85,724.70,10.00,NA,,NA,NA,NA,"exclude, young individuals (not sexually mature), also means from mixed model, so technically least squares?",0,LS means,0
204,A237,"Harris, BN; Saltzman, W",10.1016/j.ygcen.2013.02.010,Peromyscus californicus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone concentration Post-stress young animals,ng/ml,high values = slow,physiology,,654.14,387.15,22.00,966.85,538.66,10.00,NA,,NA,NA,NA,"exclude, young individuals (not sexually mature), also means from mixed model, so technically least squares?",0,LS means,0
205,A237,"Harris, BN; Saltzman, W",10.1016/j.ygcen.2013.02.010,Peromyscus californicus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone concentration Post-DEX young animals,ng/ml,high values = slow,physiology,,104.55,50.66,22.00,81.81,42.00,10.00,NA,,NA,NA,NA,"exclude, young individuals (not sexually mature), also means from mixed model, so technically least squares?",0,LS means,0
206,A237,"Harris, BN; Saltzman, W",10.1016/j.ygcen.2013.02.010,Peromyscus californicus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone concentration 45 min Post-CRH young animals,ng/ml,high values = slow,physiology,,357.94,477.11,22.00,87.00,25.17,10.00,NA,,NA,NA,NA,"exclude, young individuals (not sexually mature), also means from mixed model, so technically least squares?",0,LS means,0
207,A237,"Harris, BN; Saltzman, W",10.1016/j.ygcen.2013.02.010,Peromyscus californicus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone concentration 90 min Post-CRH young animals,ng/ml,high values = slow,physiology,,899.96,863.04,22.00,637.65,584.26,10.00,NA,,NA,NA,NA,"exclude, young individuals (not sexually mature), also means from mixed model, so technically least squares?",0,LS means,0
208,A237,"Harris, BN; Saltzman, W",10.1016/j.ygcen.2013.02.010,Peromyscus californicus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone concentration basal at 0800h old animals,ng/ml,high values = slow,physiology,,52.78,49.40,21.00,39.62,28.32,9.00,NA,,NA,NA,NA,"exclude, young individuals (not sexually mature), also means from mixed model, so technically least squares?",0,LS means,0
209,A237,"Harris, BN; Saltzman, W",10.1016/j.ygcen.2013.02.010,Peromyscus californicus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone concentration basal at 2000h old animals,ng/ml,high values = slow,physiology,,1839.60,767.99,21.00,1403.75,790.95,9.00,NA,,NA,NA,NA,"exclude, young individuals (not sexually mature), also means from mixed model, so technically least squares?",0,LS means,0
210,A237,"Harris, BN; Saltzman, W",10.1016/j.ygcen.2013.02.010,Peromyscus californicus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone concentration Post-stress old animals,ng/ml,high values = slow,physiology,,709.87,450.51,21.00,780.85,548.22,9.00,NA,,NA,NA,NA,"exclude, young individuals (not sexually mature), also means from mixed model, so technically least squares?",0,LS means,0
211,A237,"Harris, BN; Saltzman, W",10.1016/j.ygcen.2013.02.010,Peromyscus californicus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone concentration Post-DEX old animals,ng/ml,high values = slow,physiology,,73.75,36.52,21.00,79.30,46.05,9.00,NA,,NA,NA,NA,"exclude, young individuals (not sexually mature), also means from mixed model, so technically least squares?",0,LS means,0
212,A237,"Harris, BN; Saltzman, W",10.1016/j.ygcen.2013.02.010,Peromyscus californicus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone concentration 45 min Post-CRH old animals,ng/ml,high values = slow,physiology,,309.85,643.99,21.00,165.14,247.59,9.00,NA,,NA,NA,NA,"exclude, young individuals (not sexually mature), also means from mixed model, so technically least squares?",0,LS means,0
213,A237,"Harris, BN; Saltzman, W",10.1016/j.ygcen.2013.02.010,Peromyscus californicus,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corticosterone concentration 90 min Post-CRH old animals,ng/ml,high values = slow,physiology,,1199.05,1200.31,21.00,1025.61,1003.59,9.00,NA,,NA,NA,NA,"exclude, young individuals (not sexually mature), also means from mixed model, so technically least squares?",0,LS means,0
214,A260,"Herde, A; Eccard, JA",10.1186/1472-6785-13-49,Microtus arvalis,mammal,NA,NA,NA,NA,iteroparous,NA,NA,promiscuity,female,NA,NA,Latency to cross barrier,s,high values = slow,behavior,semiwild,21.00,75.05,88.00,19.00,71.55,80.00,boldness,,0,0,0,include ,1,,1
215,A260,"Herde, A; Eccard, JA",10.1186/1472-6785-13-49,Microtus arvalis,mammal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open field activity,binomial,high values = fast,behavior,,22.00,75.05,88.00,19.00,71.55,80.00,NA,,NA,NA,NA,"exclude, not ratio scale? 30 checks if animal active or not.",0,scale issue,0
216,A267,"Homberger, B; Jenni-Eiermann, S; Roulin, A; Jenni, L",10.1111/1365-2435.12092,Perdix perdix,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"exclude, Mixed model output only",0,LS means,0
217,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Baseline corticosterone tan morph prelaying period,ng/ml,high values = slow,physiology,wild,7.85,4.15,14.00,3.64,1.39,12.00,NA,baseline,1,1,NA,"include, but check if all traits should be included or too much overlap ",1,,1
218,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Baseline corticosterone tan morph incubation period,ng/ml,high values = slow,physiology,wild,4.07,3.98,10.00,4.96,3.63,24.00,NA,,NA,1,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
219,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Baseline corticosterone tan morph nestling period,ng/ml,high values = slow,physiology,wild,4.30,2.89,24.00,4.07,2.42,12.00,NA,,NA,1,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
220,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Baseline corticosterone white morph prelaying period,ng/ml,high values = slow,physiology,wild,9.89,6.25,14.00,6.85,4.36,12.00,NA,baseline,2,2,NA,"include, but check if all traits should be included or too much overlap ",1,,1
221,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Baseline corticosterone white morph incubation period,ng/ml,high values = slow,physiology,wild,4.15,2.59,11.00,3.96,3.67,20.00,NA,,NA,2,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
222,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Baseline corticosterone white morph nestling period,ng/ml,high values = slow,physiology,wild,8.52,5.40,27.00,6.04,4.75,12.00,NA,,NA,2,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
223,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,30-min corticosterone tan morph prelaying period,ng/ml,high values = slow,physiology,wild,97.77,14.75,13.00,55.39,16.02,11.00,NA,stressed,1,1,NA,"include, but check if all traits should be included or too much overlap ",1,,1
224,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,30-min corticosterone tan morph incubation period,ng/ml,high values = slow,physiology,wild,52.05,16.74,9.00,35.69,13.93,22.00,NA,,NA,1,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
225,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,30-min corticosterone tan morph nestling period,ng/ml,high values = slow,physiology,wild,58.74,27.31,6.00,37.55,13.66,8.00,NA,,NA,1,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
226,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,30-min corticosterone white morph prelaying period,ng/ml,high values = slow,physiology,wild,101.49,51.45,14.00,53.16,16.02,11.00,NA,stressed,2,2,NA,"include, but check if all traits should be included or too much overlap ",1,,1
227,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,30-min corticosterone white morph incubation period,ng/ml,high values = slow,physiology,wild,55.02,23.53,10.00,35.69,14.21,18.00,NA,,NA,2,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
228,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,30-min corticosterone white morph nestling period,ng/ml,high values = slow,physiology,wild,91.82,32.77,6.00,41.26,22.62,7.00,NA,,NA,2,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
229,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Total integrated adrenocortical response tan morph prelaying period,ng/ml/min,high values = slow,physiology,wild,1596.40,417.52,13.00,891.40,233.82,11.00,NA,stressed,0,1,NA,"include, but check if all traits should be included or too much overlap ",1,,1
230,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Total integrated adrenocortical response tan morph incubation period,ng/ml/min,high values = slow,physiology,wild,790.60,317.40,9.00,594.20,212.48,22.00,NA,,NA,1,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
231,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Total integrated adrenocortical response tan morph nestling period,ng/ml/min,high values = slow,physiology,wild,987.10,468.83,6.00,609.40,185.26,8.00,NA,,NA,1,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
232,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Total integrated adrenocortical response white morph prelaying period,ng/ml/min,high values = slow,physiology,wild,1661.90,866.94,14.00,911.50,300.49,11.00,NA,stressed,0,2,NA,"include, but check if all traits should be included or too much overlap ",1,,1
233,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Total integrated adrenocortical response white morph incubation period,ng/ml/min,high values = slow,physiology,wild,851.10,382.32,10.00,569.10,235.04,18.00,NA,,NA,2,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
234,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Total integrated adrenocortical response white morph nestling period,ng/ml/min,high values = slow,physiology,wild,1460.40,505.82,6.00,695.00,399.77,7.00,NA,,NA,2,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
235,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corrected integrated adrenocortical response tan morph prelaying period,ng/ml/min,high values = slow,physiology,wild,1344.00,403.82,13.00,774.70,232.16,11.00,NA,,NA,1,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
236,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corrected integrated adrenocortical response tan morph incubation period,ng/ml/min,high values = slow,physiology,wild,672.00,237.90,9.00,448.00,197.00,22.00,NA,,NA,1,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
237,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corrected integrated adrenocortical response tan morph nestling period,ng/ml/min,high values = slow,physiology,wild,793.30,411.51,6.00,476.00,197.99,8.00,NA,,NA,1,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
238,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corrected integrated adrenocortical response white morph prelaying period,ng/ml/min,high values = slow,physiology,wild,1358.00,768.16,14.00,700.00,247.75,11.00,NA,,NA,2,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
239,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corrected integrated adrenocortical response white morph incubation period,ng/ml/min,high values = slow,physiology,wild,723.30,369.04,10.00,466.70,198.13,18.00,NA,,NA,2,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
240,A273,"Horton, BM; Holberton, RL",10.1525/auk.2010.09096,Zonotrichia albicollis,bird,NA,NA,NA,NA,iteroparous,NA,NA,social monogamy,both,NA,NA,Corrected integrated adrenocortical response white morph nestling period,ng/ml/min,high values = slow,physiology,wild,1148.00,423.03,6.00,522.70,370.41,7.00,NA,,NA,2,NA,"include, but check if all traits should be included or too much overlap ",0,", dropped this level of dependency",0
241,A281,"Hylton, RA; Frederick, PC; de la Fuente, TE; Spalding, MG",10.1650/0010-5422(2006)108[0097:EONHOP]2.0.CO;2,Mycteria americana,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,"exclude, no data, only give relative measures (females were twice as liley to survive year x etc",0,no sex-specific means given,0
242,A284,"Jacquin, L; Recapet, C; Bouche, P; Leboucher, G; Gasparini, J",10.1093/beheco/ars055,feral pigeon,bird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,"exclude, sex only covariate",0,no sex-specific means given,0
